text,isAddress,block_num,left_top,right_bot
,0,16,"(917, 895)","(1013, 915)"
,0,17,"(1167, 895)","(1269, 915)"
,0,18,"(1349, 895)","(1485, 915)"
YMLU,0,15,"(272, 922)","(342, 946)"
YANG MING MARINE TRANSPORT,0,15,"(354, 922)","(720, 948)"
E5R-2467236-7,0,17,"(1125, 922)","(1285, 948)"
202206292009L0800,0,18,"(1322, 922)","(1512, 946)"
FOR DELIVERY TO,0,19,"(536, 956)","(716, 980)"
"FOR DELIVERY AND APPOINTMENT INSTRUCTIONS, CONTACT",0,20,"(1088, 969)","(1427, 1012)"
TRUE VALUE KINGMAN  4005 E MOHAVE AIRPORT DR KINGMAN AZ 86401  UNITED STATES,1,19,"(184, 986)","(504, 1083)"
TEL: +1 800-345-0152,0,20,"(1182, 1028)","(1408, 1052)"
BEFORE ATTEMPTING PICK-UP OR DELIVERY OF CARGO,0,20,"(1088, 1067)","(1424, 1114)"
NO OF PKGS.,0,21,"(194, 1160)","(320, 1184)"
"DESCRIPTION OF ARTICLES, SPECIAL MARKS & EXCEPTIONS",0,22,"(548, 1159)","(1136, 1184)"
WEIGHT,0,23,"(1392, 1160)","(1474, 1184)"
1197 CT,0,21,"(188, 1190)","(268, 1214)"
HOUSEHOLD ARTICLES,0,22,"(352, 1190)","(612, 1216)"
37505LB,0,23,"(1390, 1190)","(1474, 1214)"
17011.82KG,0,23,"(1375, 1219)","(1489, 1243)"
1197 CT,0,21,"(190, 1268)","(268, 1292)"
DFSU6740034 (FCL 40HC),0,22,"(351, 1263)","(633, 1299)"
17011.82 KG,0,23,"(1372, 1268)","(1492, 1292)"
FAILURE OF CARRIER TO NOTIFY OUR OFFICE OF CARGO BEING DETAINED AT TERMINAL WILL RESULT IN CARRIER BEING RESPONSIBLE FOR ALL,0,24,"(197, 1713)","(1501, 1733)"
DEMURRAGE CHARGES BEING INCURRED,0,24,"(660, 1748)","(1038, 1772)"
"*701 NEW DOCK ST, SAN PEDRO, CA 907317535",1,0,"(1064, 1788)","(1518, 1812)"
Release Order,0,0,"(216, 1814)","(402, 1844)"
FREIGHT CHARGES FOR ACCOUNT OF:,0,0,"(236, 1882)","(560, 1940)"
PREPAID / COLLECT,0,0,"(766, 1882)","(962, 1906)"
Received in Good Order By,0,0,"(1120, 1886)","(1366, 1942)"
TRUE VALUE COMPANY,0,0,"(752, 1914)","(1012, 1938)"
ISSUED AS AGENT ONLY BOC INTERNATIONAL  21 DRYDOCK AVE STE 520W BOSTON MA 02210 US MICHAEL GAUGHAN,1,25,"(182, 1976)","(500, 2102)"
DELIVERY CLERK DELIVER TO CARRIER SHOWN ABOVE,0,0,"(1120, 2004)","(1454, 2054)"
"CARRIER MUST RETURN ONE SIGNED COPY OF RELEASE ORDER TO BOC International, Inc.",0,0,"(184, 2144)","(1166, 2170)"
text,isAddress,block_num,left_top,right_bot
Suite 1310,0,0,"(787, 135)","(925, 171)"
2 Pierce Place,0,0,"(792, 176)","(962, 208)"
,0,3,"(456, 188)","(618, 308)"
"Itasca, IL 60143",0,0,"(786, 215)","(981, 251)"
TEL: (630) 625-1670 FAX: (630) 625-1680,0,0,"(789, 291)","(1039, 369)"
,0,0,"(456, 325)","(602, 371)"
Release Order,0,0,"(725, 431)","(977, 471)"
SHIPPER,0,5,"(466, 480)","(558, 504)"
DATE,0,6,"(1052, 480)","(1108, 504)"
OUR REF NO BCHIIS221055998,0,0,"(1276, 480)","(1466, 534)"
TRUE VALUE COMPANY 8600 W BRYN MAWR AVE CHICAGO IL 60631 UNITED STATES.,1,5,"(182, 508)","(460, 606)"
09-NOV-22,0,6,"(1020, 510)","(1138, 534)"
THE MERCHANDISE DESCRIBED BELOW WILL BE ENTERED AND FORWARDED AS FOLLOWS,0,0,"(982, 562)","(1426, 634)"
,0,0,"(321, 675)","(703, 695)"
T INFO: IMPORTING CARRIER ONE TRITON,0,8,"(190, 700)","(508, 780)"
LOCATION YUSEN TERMINAL INC (LA) BERTH 214 Y790,0,0,"(644, 728)","(1018, 810)"
"FROM PORT OF / ORIGIN AIRPORT NING BO/NINGPO, NINGBO CHINA",0,10,"(1080, 727)","(1459, 780)"
B/L OR AWB NO,0,11,"(261, 827)","(411, 847)"
ARRIVAL DATE,0,0,"(497, 827)","(619, 847)"
FREE TIME EXP,0,0,"(631, 827)","(761, 847)"
LOCAL DELIVERY OR TRANSFER BY (RELEASE ORDER ISSUED TO),0,14,"(820, 821)","(1460, 851)"
YMLUW232480881,0,11,"(192, 860)","(386, 886)"
14-NOV-22,0,0,"(500, 860)","(616, 886)"
NGL TRANSPORTATION,0,14,"(1010, 860)","(1271, 886)"
CARRIERS LOCAL AGENT,0,15,"(375, 895)","(619, 915)"
,0,16,"(917, 895)","(1013, 915)"
,0,17,"(1167, 895)","(1269, 915)"
,0,18,"(1349, 895)","(1485, 915)"
YMLU,0,15,"(272, 922)","(342, 946)"
YANG MING MARINE TRANSPORT,0,15,"(354, 922)","(720, 948)"
E5R-2467236-7,0,17,"(1125, 922)","(1285, 948)"
202206292009L0800,0,18,"(1322, 922)","(1512, 946)"
FOR DELIVERY TO,0,19,"(536, 956)","(716, 980)"
"FOR DELIVERY AND APPOINTMENT INSTRUCTIONS, CONTACT",0,20,"(1088, 969)","(1427, 1012)"
TRUE VALUE KINGMAN  4005 E MOHAVE AIRPORT DR KINGMAN AZ 86401  UNITED STATES,1,19,"(184, 986)","(504, 1083)"
TEL: +1 800-345-0152,0,20,"(1182, 1028)","(1408, 1052)"
BEFORE ATTEMPTING PICK-UP OR DELIVERY OF CARGO,0,20,"(1088, 1067)","(1424, 1114)"
NO OF PKGS.,0,21,"(194, 1160)","(320, 1184)"
"DESCRIPTION OF ARTICLES, SPECIAL MARKS & EXCEPTIONS",0,22,"(548, 1159)","(1136, 1184)"
WEIGHT,0,23,"(1392, 1160)","(1474, 1184)"
1197 CT,0,21,"(188, 1190)","(268, 1214)"
HOUSEHOLD ARTICLES,0,22,"(352, 1190)","(612, 1216)"
37505LB,0,23,"(1390, 1190)","(1474, 1214)"
17011.82KG,0,23,"(1375, 1219)","(1489, 1243)"
1197 CT,0,21,"(190, 1268)","(268, 1292)"
DFSU6740034 (FCL 40HC),0,22,"(351, 1263)","(633, 1299)"
17011.82 KG,0,23,"(1372, 1268)","(1492, 1292)"
FAILURE OF CARRIER TO NOTIFY OUR OFFICE OF CARGO BEING DETAINED AT TERMINAL WILL RESULT IN CARRIER BEING RESPONSIBLE FOR ALL,0,24,"(197, 1713)","(1501, 1733)"
DEMURRAGE CHARGES BEING INCURRED,0,24,"(660, 1748)","(1038, 1772)"
"*701 NEW DOCK ST, SAN PEDRO, CA 907317535",1,0,"(1064, 1788)","(1518, 1812)"
Release Order,0,0,"(216, 1814)","(402, 1844)"
FREIGHT CHARGES FOR ACCOUNT OF:,0,0,"(236, 1882)","(560, 1940)"
PREPAID / COLLECT,0,0,"(766, 1882)","(962, 1906)"
Received in Good Order By,0,0,"(1120, 1886)","(1366, 1942)"
TRUE VALUE COMPANY,0,0,"(752, 1914)","(1012, 1938)"
ISSUED AS AGENT ONLY BOC INTERNATIONAL  21 DRYDOCK AVE STE 520W BOSTON MA 02210 US MICHAEL GAUGHAN,1,25,"(182, 1976)","(500, 2102)"
DELIVERY CLERK DELIVER TO CARRIER SHOWN ABOVE,0,0,"(1120, 2004)","(1454, 2054)"
"CARRIER MUST RETURN ONE SIGNED COPY OF RELEASE ORDER TO BOC International, Inc.",0,0,"(184, 2144)","(1166, 2170)"
text,isAddress,block_num,left_top,right_bot
Suite 1310,0,0,"(787, 135)","(925, 171)"
2 Pierce Place,0,0,"(792, 176)","(962, 208)"
,0,3,"(456, 188)","(618, 308)"
"Itasca, IL 60143",0,0,"(786, 215)","(981, 251)"
TEL: (630) 625-1670 FAX: (630) 625-1680,0,0,"(789, 291)","(1039, 369)"
,0,0,"(456, 325)","(602, 371)"
Release Order,0,0,"(725, 431)","(977, 471)"
SHIPPER,0,5,"(466, 480)","(558, 504)"
DATE,0,6,"(1052, 480)","(1108, 504)"
OUR REF NO BCHIIS221055998,0,0,"(1276, 480)","(1466, 534)"
TRUE VALUE COMPANY 8600 W BRYN MAWR AVE CHICAGO IL 60631 UNITED STATES.,1,5,"(182, 508)","(460, 606)"
09-NOV-22,0,6,"(1020, 510)","(1138, 534)"
THE MERCHANDISE DESCRIBED BELOW WILL BE ENTERED AND FORWARDED AS FOLLOWS,0,0,"(982, 562)","(1426, 634)"
,0,0,"(321, 675)","(703, 695)"
T INFO: IMPORTING CARRIER ONE TRITON,0,8,"(190, 700)","(508, 780)"
LOCATION YUSEN TERMINAL INC (LA) BERTH 214 Y790,0,0,"(644, 728)","(1018, 810)"
"FROM PORT OF / ORIGIN AIRPORT NING BO/NINGPO, NINGBO CHINA",0,10,"(1080, 727)","(1459, 780)"
B/L OR AWB NO,0,11,"(261, 827)","(411, 847)"
ARRIVAL DATE,0,0,"(497, 827)","(619, 847)"
FREE TIME EXP,0,0,"(631, 827)","(761, 847)"
LOCAL DELIVERY OR TRANSFER BY (RELEASE ORDER ISSUED TO),0,14,"(820, 821)","(1460, 851)"
YMLUW232480881,0,11,"(192, 860)","(386, 886)"
14-NOV-22,0,0,"(500, 860)","(616, 886)"
NGL TRANSPORTATION,0,14,"(1010, 860)","(1271, 886)"
CARRIERS LOCAL AGENT,0,15,"(375, 895)","(619, 915)"
,0,16,"(917, 895)","(1013, 915)"
,0,17,"(1167, 895)","(1269, 915)"
,0,18,"(1349, 895)","(1485, 915)"
YMLU,0,15,"(272, 922)","(342, 946)"
YANG MING MARINE TRANSPORT,0,15,"(354, 922)","(720, 948)"
E5R-2467236-7,0,17,"(1125, 922)","(1285, 948)"
202206292009L0800,0,18,"(1322, 922)","(1512, 946)"
FOR DELIVERY TO,0,19,"(536, 956)","(716, 980)"
"FOR DELIVERY AND APPOINTMENT INSTRUCTIONS, CONTACT",0,20,"(1088, 969)","(1427, 1012)"
TRUE VALUE KINGMAN  4005 E MOHAVE AIRPORT DR KINGMAN AZ 86401  UNITED STATES,1,19,"(184, 986)","(504, 1083)"
TEL: +1 800-345-0152,0,20,"(1182, 1028)","(1408, 1052)"
BEFORE ATTEMPTING PICK-UP OR DELIVERY OF CARGO,0,20,"(1088, 1067)","(1424, 1114)"
NO OF PKGS.,0,21,"(194, 1160)","(320, 1184)"
"DESCRIPTION OF ARTICLES, SPECIAL MARKS & EXCEPTIONS",0,22,"(548, 1159)","(1136, 1184)"
WEIGHT,0,23,"(1392, 1160)","(1474, 1184)"
1197 CT,0,21,"(188, 1190)","(268, 1214)"
HOUSEHOLD ARTICLES,0,22,"(352, 1190)","(612, 1216)"
37505LB,0,23,"(1390, 1190)","(1474, 1214)"
17011.82KG,0,23,"(1375, 1219)","(1489, 1243)"
1197 CT,0,21,"(190, 1268)","(268, 1292)"
DFSU6740034 (FCL 40HC),0,22,"(351, 1263)","(633, 1299)"
17011.82 KG,0,23,"(1372, 1268)","(1492, 1292)"
FAILURE OF CARRIER TO NOTIFY OUR OFFICE OF CARGO BEING DETAINED AT TERMINAL WILL RESULT IN CARRIER BEING RESPONSIBLE FOR ALL,0,24,"(197, 1713)","(1501, 1733)"
DEMURRAGE CHARGES BEING INCURRED,0,24,"(660, 1748)","(1038, 1772)"
"*701 NEW DOCK ST, SAN PEDRO, CA 907317535",1,0,"(1064, 1788)","(1518, 1812)"
Release Order,0,0,"(216, 1814)","(402, 1844)"
FREIGHT CHARGES FOR ACCOUNT OF:,0,0,"(236, 1882)","(560, 1940)"
PREPAID / COLLECT,0,0,"(766, 1882)","(962, 1906)"
Received in Good Order By,0,0,"(1120, 1886)","(1366, 1942)"
TRUE VALUE COMPANY,0,0,"(752, 1914)","(1012, 1938)"
ISSUED AS AGENT ONLY BOC INTERNATIONAL  21 DRYDOCK AVE STE 520W BOSTON MA 02210 US MICHAEL GAUGHAN,1,25,"(182, 1976)","(500, 2102)"
DELIVERY CLERK DELIVER TO CARRIER SHOWN ABOVE,0,0,"(1120, 2004)","(1454, 2054)"
"CARRIER MUST RETURN ONE SIGNED COPY OF RELEASE ORDER TO BOC International, Inc.",0,0,"(184, 2144)","(1166, 2170)"
text,isAddress,block_num,left_top,right_bot
Suite 1310,0,0,"(787, 135)","(925, 171)"
2 Pierce Place,0,0,"(792, 176)","(962, 208)"
,0,3,"(456, 188)","(618, 308)"
"Itasca, IL 60143",0,0,"(786, 215)","(981, 251)"
TEL: (630) 625-1670 FAX: (630) 625-1680,0,0,"(789, 291)","(1039, 369)"
,0,0,"(456, 325)","(602, 371)"
Release Order,0,0,"(725, 431)","(977, 471)"
SHIPPER,0,5,"(466, 480)","(558, 504)"
DATE,0,6,"(1052, 480)","(1108, 504)"
OUR REF NO BCHIIS221055998,0,0,"(1276, 480)","(1466, 534)"
TRUE VALUE COMPANY 8600 W BRYN MAWR AVE CHICAGO IL 60631 UNITED STATES.,1,5,"(182, 508)","(460, 606)"
09-NOV-22,0,6,"(1020, 510)","(1138, 534)"
THE MERCHANDISE DESCRIBED BELOW WILL BE ENTERED AND FORWARDED AS FOLLOWS,0,0,"(982, 562)","(1426, 634)"
,0,0,"(321, 675)","(703, 695)"
T INFO: IMPORTING CARRIER ONE TRITON,0,8,"(190, 700)","(508, 780)"
LOCATION YUSEN TERMINAL INC (LA) BERTH 214 Y790,0,0,"(644, 728)","(1018, 810)"
"FROM PORT OF / ORIGIN AIRPORT NING BO/NINGPO, NINGBO CHINA",0,10,"(1080, 727)","(1459, 780)"
B/L OR AWB NO,0,11,"(261, 827)","(411, 847)"
ARRIVAL DATE,0,0,"(497, 827)","(619, 847)"
FREE TIME EXP,0,0,"(631, 827)","(761, 847)"
LOCAL DELIVERY OR TRANSFER BY (RELEASE ORDER ISSUED TO),0,14,"(820, 821)","(1460, 851)"
YMLUW232480881,0,11,"(192, 860)","(386, 886)"
14-NOV-22,0,0,"(500, 860)","(616, 886)"
NGL TRANSPORTATION,0,14,"(1010, 860)","(1271, 886)"
CARRIERS LOCAL AGENT,0,15,"(375, 895)","(619, 915)"
,0,16,"(917, 895)","(1013, 915)"
,0,17,"(1167, 895)","(1269, 915)"
,0,18,"(1349, 895)","(1485, 915)"
YMLU,0,15,"(272, 922)","(342, 946)"
YANG MING MARINE TRANSPORT,0,15,"(354, 922)","(720, 948)"
E5R-2467236-7,0,17,"(1125, 922)","(1285, 948)"
202206292009L0800,0,18,"(1322, 922)","(1512, 946)"
FOR DELIVERY TO,0,19,"(536, 956)","(716, 980)"
"FOR DELIVERY AND APPOINTMENT INSTRUCTIONS, CONTACT",0,20,"(1088, 969)","(1427, 1012)"
TRUE VALUE KINGMAN  4005 E MOHAVE AIRPORT DR KINGMAN AZ 86401  UNITED STATES,1,19,"(184, 986)","(504, 1083)"
TEL: +1 800-345-0152,0,20,"(1182, 1028)","(1408, 1052)"
BEFORE ATTEMPTING PICK-UP OR DELIVERY OF CARGO,0,20,"(1088, 1067)","(1424, 1114)"
NO OF PKGS.,0,21,"(194, 1160)","(320, 1184)"
"DESCRIPTION OF ARTICLES, SPECIAL MARKS & EXCEPTIONS",0,22,"(548, 1159)","(1136, 1184)"
WEIGHT,0,23,"(1392, 1160)","(1474, 1184)"
1197 CT,0,21,"(188, 1190)","(268, 1214)"
HOUSEHOLD ARTICLES,0,22,"(352, 1190)","(612, 1216)"
37505LB,0,23,"(1390, 1190)","(1474, 1214)"
17011.82KG,0,23,"(1375, 1219)","(1489, 1243)"
1197 CT,0,21,"(190, 1268)","(268, 1292)"
DFSU6740034 (FCL 40HC),0,22,"(351, 1263)","(633, 1299)"
17011.82 KG,0,23,"(1372, 1268)","(1492, 1292)"
FAILURE OF CARRIER TO NOTIFY OUR OFFICE OF CARGO BEING DETAINED AT TERMINAL WILL RESULT IN CARRIER BEING RESPONSIBLE FOR ALL,0,24,"(197, 1713)","(1501, 1733)"
DEMURRAGE CHARGES BEING INCURRED,0,24,"(660, 1748)","(1038, 1772)"
"*701 NEW DOCK ST, SAN PEDRO, CA 907317535",1,0,"(1064, 1788)","(1518, 1812)"
Release Order,0,0,"(216, 1814)","(402, 1844)"
FREIGHT CHARGES FOR ACCOUNT OF:,0,0,"(236, 1882)","(560, 1940)"
PREPAID / COLLECT,0,0,"(766, 1882)","(962, 1906)"
Received in Good Order By,0,0,"(1120, 1886)","(1366, 1942)"
TRUE VALUE COMPANY,0,0,"(752, 1914)","(1012, 1938)"
ISSUED AS AGENT ONLY BOC INTERNATIONAL  21 DRYDOCK AVE STE 520W BOSTON MA 02210 US MICHAEL GAUGHAN,1,25,"(182, 1976)","(500, 2102)"
DELIVERY CLERK DELIVER TO CARRIER SHOWN ABOVE,0,0,"(1120, 2004)","(1454, 2054)"
"CARRIER MUST RETURN ONE SIGNED COPY OF RELEASE ORDER TO BOC International, Inc.",0,0,"(184, 2144)","(1166, 2170)"
text,isAddress,block_num,left_top,right_bot
Suite 1310,0,0,"(787, 135)","(925, 171)"
2 Pierce Place,0,0,"(792, 176)","(962, 208)"
,0,3,"(456, 188)","(618, 308)"
"Itasca, IL 60143",0,0,"(786, 215)","(981, 251)"
TEL: (630) 625-1670 FAX: (630) 625-1680,0,0,"(789, 291)","(1039, 369)"
,0,0,"(456, 325)","(602, 371)"
Release Order,0,0,"(725, 431)","(977, 471)"
SHIPPER,0,5,"(466, 480)","(558, 504)"
DATE,0,6,"(1052, 480)","(1108, 504)"
OUR REF NO BCHIIS221055998,0,0,"(1276, 480)","(1466, 534)"
TRUE VALUE COMPANY 8600 W BRYN MAWR AVE CHICAGO IL 60631 UNITED STATES.,1,5,"(182, 508)","(460, 606)"
09-NOV-22,0,6,"(1020, 510)","(1138, 534)"
THE MERCHANDISE DESCRIBED BELOW WILL BE ENTERED AND FORWARDED AS FOLLOWS,0,0,"(982, 562)","(1426, 634)"
,0,0,"(321, 675)","(703, 695)"
T INFO: IMPORTING CARRIER ONE TRITON,0,8,"(190, 700)","(508, 780)"
LOCATION YUSEN TERMINAL INC (LA) BERTH 214 Y790,0,0,"(644, 728)","(1018, 810)"
"FROM PORT OF / ORIGIN AIRPORT NING BO/NINGPO, NINGBO CHINA",0,10,"(1080, 727)","(1459, 780)"
B/L OR AWB NO,0,11,"(261, 827)","(411, 847)"
ARRIVAL DATE,0,0,"(497, 827)","(619, 847)"
FREE TIME EXP,0,0,"(631, 827)","(761, 847)"
LOCAL DELIVERY OR TRANSFER BY (RELEASE ORDER ISSUED TO),0,14,"(820, 821)","(1460, 851)"
YMLUW232480881,0,11,"(192, 860)","(386, 886)"
14-NOV-22,0,0,"(500, 860)","(616, 886)"
NGL TRANSPORTATION,0,14,"(1010, 860)","(1271, 886)"
CARRIERS LOCAL AGENT,0,15,"(375, 895)","(619, 915)"
,0,16,"(917, 895)","(1013, 915)"
,0,17,"(1167, 895)","(1269, 915)"
,0,18,"(1349, 895)","(1485, 915)"
YMLU,0,15,"(272, 922)","(342, 946)"
YANG MING MARINE TRANSPORT,0,15,"(354, 922)","(720, 948)"
E5R-2467236-7,0,17,"(1125, 922)","(1285, 948)"
202206292009L0800,0,18,"(1322, 922)","(1512, 946)"
FOR DELIVERY TO,0,19,"(536, 956)","(716, 980)"
"FOR DELIVERY AND APPOINTMENT INSTRUCTIONS, CONTACT",0,20,"(1088, 969)","(1427, 1012)"
TRUE VALUE KINGMAN  4005 E MOHAVE AIRPORT DR KINGMAN AZ 86401  UNITED STATES,1,19,"(184, 986)","(504, 1083)"
TEL: +1 800-345-0152,0,20,"(1182, 1028)","(1408, 1052)"
BEFORE ATTEMPTING PICK-UP OR DELIVERY OF CARGO,0,20,"(1088, 1067)","(1424, 1114)"
NO OF PKGS.,0,21,"(194, 1160)","(320, 1184)"
"DESCRIPTION OF ARTICLES, SPECIAL MARKS & EXCEPTIONS",0,22,"(548, 1159)","(1136, 1184)"
WEIGHT,0,23,"(1392, 1160)","(1474, 1184)"
1197 CT,0,21,"(188, 1190)","(268, 1214)"
HOUSEHOLD ARTICLES,0,22,"(352, 1190)","(612, 1216)"
37505LB,0,23,"(1390, 1190)","(1474, 1214)"
17011.82KG,0,23,"(1375, 1219)","(1489, 1243)"
1197 CT,0,21,"(190, 1268)","(268, 1292)"
DFSU6740034 (FCL 40HC),0,22,"(351, 1263)","(633, 1299)"
17011.82 KG,0,23,"(1372, 1268)","(1492, 1292)"
FAILURE OF CARRIER TO NOTIFY OUR OFFICE OF CARGO BEING DETAINED AT TERMINAL WILL RESULT IN CARRIER BEING RESPONSIBLE FOR ALL,0,24,"(197, 1713)","(1501, 1733)"
DEMURRAGE CHARGES BEING INCURRED,0,24,"(660, 1748)","(1038, 1772)"
"*701 NEW DOCK ST, SAN PEDRO, CA 907317535",1,0,"(1064, 1788)","(1518, 1812)"
Release Order,0,0,"(216, 1814)","(402, 1844)"
FREIGHT CHARGES FOR ACCOUNT OF:,0,0,"(236, 1882)","(560, 1940)"
PREPAID / COLLECT,0,0,"(766, 1882)","(962, 1906)"
Received in Good Order By,0,0,"(1120, 1886)","(1366, 1942)"
TRUE VALUE COMPANY,0,0,"(752, 1914)","(1012, 1938)"
ISSUED AS AGENT ONLY BOC INTERNATIONAL  21 DRYDOCK AVE STE 520W BOSTON MA 02210 US MICHAEL GAUGHAN,1,25,"(182, 1976)","(500, 2102)"
DELIVERY CLERK DELIVER TO CARRIER SHOWN ABOVE,0,0,"(1120, 2004)","(1454, 2054)"
"CARRIER MUST RETURN ONE SIGNED COPY OF RELEASE ORDER TO BOC International, Inc.",0,0,"(184, 2144)","(1166, 2170)"
text,isAddress,block_num,left_top,right_bot
Suite 1310,0,0,"(787, 135)","(925, 171)"
2 Pierce Place,0,0,"(792, 176)","(962, 208)"
,0,3,"(456, 188)","(618, 308)"
"Itasca, IL 60143",0,0,"(786, 215)","(981, 251)"
TEL: (630) 625-1670 FAX: (630) 625-1680,0,0,"(789, 291)","(1039, 369)"
,0,0,"(456, 325)","(602, 371)"
Release Order,0,0,"(725, 431)","(977, 471)"
SHIPPER,0,5,"(466, 480)","(558, 504)"
DATE,0,6,"(1052, 480)","(1108, 504)"
OUR REF NO BCHIIS221055998,0,0,"(1276, 480)","(1466, 534)"
TRUE VALUE COMPANY 8600 W BRYN MAWR AVE CHICAGO IL 60631 UNITED STATES.,1,5,"(182, 508)","(460, 606)"
09-NOV-22,0,6,"(1020, 510)","(1138, 534)"
THE MERCHANDISE DESCRIBED BELOW WILL BE ENTERED AND FORWARDED AS FOLLOWS,0,0,"(982, 562)","(1426, 634)"
,0,0,"(321, 675)","(703, 695)"
T INFO: IMPORTING CARRIER ONE TRITON,0,8,"(190, 700)","(508, 780)"
LOCATION YUSEN TERMINAL INC (LA) BERTH 214 Y790,0,0,"(644, 728)","(1018, 810)"
"FROM PORT OF / ORIGIN AIRPORT NING BO/NINGPO, NINGBO CHINA",0,10,"(1080, 727)","(1459, 780)"
B/L OR AWB NO,0,11,"(261, 827)","(411, 847)"
ARRIVAL DATE,0,0,"(497, 827)","(619, 847)"
FREE TIME EXP,0,0,"(631, 827)","(761, 847)"
LOCAL DELIVERY OR TRANSFER BY (RELEASE ORDER ISSUED TO),0,14,"(820, 821)","(1460, 851)"
YMLUW232480881,0,11,"(192, 860)","(386, 886)"
14-NOV-22,0,0,"(500, 860)","(616, 886)"
NGL TRANSPORTATION,0,14,"(1010, 860)","(1271, 886)"
CARRIERS LOCAL AGENT,0,15,"(375, 895)","(619, 915)"
,0,16,"(917, 895)","(1013, 915)"
,0,17,"(1167, 895)","(1269, 915)"
,0,18,"(1349, 895)","(1485, 915)"
YMLU,0,15,"(272, 922)","(342, 946)"
YANG MING MARINE TRANSPORT,0,15,"(354, 922)","(720, 948)"
E5R-2467236-7,0,17,"(1125, 922)","(1285, 948)"
202206292009L0800,0,18,"(1322, 922)","(1512, 946)"
FOR DELIVERY TO,0,19,"(536, 956)","(716, 980)"
"FOR DELIVERY AND APPOINTMENT INSTRUCTIONS, CONTACT",0,20,"(1088, 969)","(1427, 1012)"
TRUE VALUE KINGMAN  4005 E MOHAVE AIRPORT DR KINGMAN AZ 86401  UNITED STATES,1,19,"(184, 986)","(504, 1083)"
TEL: +1 800-345-0152,0,20,"(1182, 1028)","(1408, 1052)"
BEFORE ATTEMPTING PICK-UP OR DELIVERY OF CARGO,0,20,"(1088, 1067)","(1424, 1114)"
NO OF PKGS.,0,21,"(194, 1160)","(320, 1184)"
"DESCRIPTION OF ARTICLES, SPECIAL MARKS & EXCEPTIONS",0,22,"(548, 1159)","(1136, 1184)"
WEIGHT,0,23,"(1392, 1160)","(1474, 1184)"
1197 CT,0,21,"(188, 1190)","(268, 1214)"
HOUSEHOLD ARTICLES,0,22,"(352, 1190)","(612, 1216)"
37505LB,0,23,"(1390, 1190)","(1474, 1214)"
17011.82KG,0,23,"(1375, 1219)","(1489, 1243)"
1197 CT,0,21,"(190, 1268)","(268, 1292)"
DFSU6740034 (FCL 40HC),0,22,"(351, 1263)","(633, 1299)"
17011.82 KG,0,23,"(1372, 1268)","(1492, 1292)"
FAILURE OF CARRIER TO NOTIFY OUR OFFICE OF CARGO BEING DETAINED AT TERMINAL WILL RESULT IN CARRIER BEING RESPONSIBLE FOR ALL,0,24,"(197, 1713)","(1501, 1733)"
DEMURRAGE CHARGES BEING INCURRED,0,24,"(660, 1748)","(1038, 1772)"
"*701 NEW DOCK ST, SAN PEDRO, CA 907317535",1,0,"(1064, 1788)","(1518, 1812)"
Release Order,0,0,"(216, 1814)","(402, 1844)"
FREIGHT CHARGES FOR ACCOUNT OF:,0,0,"(236, 1882)","(560, 1940)"
PREPAID / COLLECT,0,0,"(766, 1882)","(962, 1906)"
Received in Good Order By,0,0,"(1120, 1886)","(1366, 1942)"
TRUE VALUE COMPANY,0,0,"(752, 1914)","(1012, 1938)"
ISSUED AS AGENT ONLY BOC INTERNATIONAL  21 DRYDOCK AVE STE 520W BOSTON MA 02210 US MICHAEL GAUGHAN,1,25,"(182, 1976)","(500, 2102)"
DELIVERY CLERK DELIVER TO CARRIER SHOWN ABOVE,0,0,"(1120, 2004)","(1454, 2054)"
"CARRIER MUST RETURN ONE SIGNED COPY OF RELEASE ORDER TO BOC International, Inc.",0,0,"(184, 2144)","(1166, 2170)"
text,isAddress,block_num,left_top,right_bot
Suite 1310,0,0,"(787, 135)","(925, 171)"
2 Pierce Place,0,0,"(792, 176)","(962, 208)"
,0,3,"(456, 188)","(618, 308)"
"Itasca, IL 60143",0,0,"(786, 215)","(981, 251)"
TEL: (630) 625-1670 FAX: (630) 625-1680,0,0,"(789, 291)","(1039, 369)"
,0,0,"(456, 325)","(602, 371)"
Release Order,0,0,"(725, 431)","(977, 471)"
SHIPPER,0,5,"(466, 480)","(558, 504)"
DATE,0,6,"(1052, 480)","(1108, 504)"
OUR REF NO BCHIIS221055998,0,0,"(1276, 480)","(1466, 534)"
TRUE VALUE COMPANY 8600 W BRYN MAWR AVE CHICAGO IL 60631 UNITED STATES.,1,5,"(182, 508)","(460, 606)"
09-NOV-22,0,6,"(1020, 510)","(1138, 534)"
THE MERCHANDISE DESCRIBED BELOW WILL BE ENTERED AND FORWARDED AS FOLLOWS,0,0,"(982, 562)","(1426, 634)"
,0,0,"(321, 675)","(703, 695)"
T INFO: IMPORTING CARRIER ONE TRITON,0,8,"(190, 700)","(508, 780)"
LOCATION YUSEN TERMINAL INC (LA) BERTH 214 Y790,0,0,"(644, 728)","(1018, 810)"
"FROM PORT OF / ORIGIN AIRPORT NING BO/NINGPO, NINGBO CHINA",0,10,"(1080, 727)","(1459, 780)"
B/L OR AWB NO,0,11,"(261, 827)","(411, 847)"
ARRIVAL DATE,0,0,"(497, 827)","(619, 847)"
FREE TIME EXP,0,0,"(631, 827)","(761, 847)"
